Tahun,Wilayah,Komposit,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Kesakitan,Stunting (%),IKP,IKP Ranking
2020,magetan - ngariboyo,6,60,1032,3245,59,900,819,53,1487,433,8138,57
2020,magetan - nguntoronadi,6,31,1142,3221,58,726,791,70,1206,779,8503,17
2020,magetan - sidorejo,6,113,1264,2640,58,1184,720,64,705,1070,7929,112
2020,ngawi - sine,6,16,1397,4029,60,3055,848,19,710,737,7664,193
2020,ngawi - ngrambe,6,21,1673,2882,61,1035,699,176,1368,3170,7344,302
2020,ngawi - jogorogo,6,17,1641,2367,60,1652,745,132,1930,2860,7375,284
2020,ngawi - kendal,5,22,1377,3643,61,3265,688,83,1875,683,7232,342
2020,ngawi - geneng,6,26,1769,2864,59,772,761,99,993,3430,7655,199
2020,ngawi - kwadungan,5,21,1445,4535,61,3230,545,39,1399,1350,6984,428
2020,ngawi - karangjati,5,19,1615,5585,61,5157,612,51,2283,2350,6199,574
2020,ngawi - padas,5,15,1769,3340,60,4820,653,126,1149,2820,6629,516
2020,ngawi - ngawi,6,18,1690,1934,60,1299,647,67,807,1510,7799,144
2020,ngawi - paron,5,27,1431,9158,60,1619,825,106,1623,2210,7086,392
2020,ngawi - kedunggalar,6,17,1308,4148,62,937,699,76,650,2290,7598,215
2020,ngawi - widodaren,5,22,1532,4115,59,3130,754,125,1902,2600,7107,387
2020,ngawi - mantingan,5,15,1385,4526,62,1721,690,97,1792,1190,7319,313
2020,ngawi - pangkur,6,15,1540,1596,62,1460,745,47,740,1630,7689,185
2020,ngawi - bringin,5,20,1563,2246,60,4198,632,74,531,2390,7184,361
2020,ngawi - pitu,6,15,1308,3834,60,1786,683,78,1764,2540,7505,247
2020,ngawi - karanganyar,5,14,1471,4959,58,3609,657,64,1704,2100,7217,349
2020,ngawi - gerih,6,18,1308,2714,60,947,734,49,1365,2590,7899,121
2020,ngawi - kasreman,5,16,1769,5122,61,1233,613,50,3922,2640,6542,528
2020,bojonegoro - ngraho,5,12,1835,3765,62,2522,314,243,2380,526,6720,500
2020,bojonegoro - tambakrejo,6,12,1740,1139,60,2825,562,153,1219,1553,7403,277
2020,bojonegoro - ngambon,6,28,1356,4345,61,786,629,509,1349,1468,7491,251
2020,bojonegoro - ngasem,5,45,1530,5892,60,3362,632,143,1271,600,6981,429
2020,bojonegoro - bubulan,5,14,1770,1466,61,3256,581,188,1340,1187,7158,369
2020,bojonegoro - dander,5,47,1764,3743,62,3653,630,83,702,1106,6756,489
2020,bojonegoro - sugihwaras,5,48,1764,2809,59,3268,686,375,1447,1058,7050,405
2020,bojonegoro - kedungadem,6,38,1835,3158,59,3036,701,236,543,855,7363,291
2020,bojonegoro - kepohbaru,5,30,1565,4003,61,3554,563,132,787,1320,6992,424
2020,bojonegoro - baureno,6,21,1741,6873,60,664,717,69,584,500,7696,177
2020,bojonegoro - kanor,6,37,1432,3112,61,768,835,91,1228,570,7870,129
2020,bojonegoro - sumberejo,6,30,1478,3992,60,2003,677,92,1627,978,7387,281
2020,bojonegoro - balen,6,23,1356,5930,60,1062,736,67,600,1010,7745,157
2020,bojonegoro - kapas,5,30,1679,2518,62,4530,565,133,1786,919,6611,519
2020,bojonegoro - bojonegoro,6,28,1632,2699,61,849,839,50,1882,820,7621,208
2020,bojonegoro - kalitidu,6,21,1710,4180,60,1300,611,178,571,252,7802,143
2020,bojonegoro - malo,6,32,1578,4590,59,1315,706,79,1027,930,7708,172
2020,bojonegoro - purwosari,5,26,1608,2311,59,4815,558,93,850,309,7275,327
2020,bojonegoro - padangan,6,27,1835,4539,60,1780,509,147,578,204,7549,234
2020,bojonegoro - kasiman,6,52,1577,4295,61,2098,734,130,607,261,7367,288
2020,bojonegoro - temayang,5,15,1835,5063,60,6414,613,308,1347,654,6370,558
2020,bojonegoro - margomulyo,5,12,1661,5055,61,3666,573,280,2457,2500,6447,549
2020,bojonegoro - trucuk,5,205,1356,1951,58,627,976,41,2161,530,7227,344
2020,bojonegoro - sukosewu,5,31,1505,7429,61,690,903,153,2144,803,7228,343
2020,bojonegoro - kedewan,5,31,1835,3533,61,3199,659,141,1761,329,6960,437
2020,bojonegoro - gondang,5,17,1416,3572,61,3297,610,205,1889,1075,7010,420
2020,bojonegoro - sekar,5,19,1701,1953,60,3549,625,88,1479,693,7306,318
2020,bojonegoro - gayam,6,30,1710,4610,58,1996,665,417,932,707,7579,221
2020,tuban - kenduruan,5,142,1813,2541,61,2984,568,266,1185,1948,6208,573
2020,tuban - jatirogo,5,158,1614,1878,59,1668,640,189,1163,1640,6931,446
2020,tuban - bangilan,5,151,1973,3523,57,2128,663,419,1771,859,6743,494
2020,tuban - bancar,5,157,1612,1201,57,1925,709,220,1281,1230,7262,332
2020,tuban - senori,4,119,1934,2786,61,4052,562,516,658,2626,5919,587
2020,tuban - tambakboyo,5,104,1973,3806,62,1873,630,328,643,95,6649,512
2020,tuban - singgahan,5,93,1857,4759,59,775,691,182,1941,2614,6856,468
2020,tuban - kerek,6,127,1458,2328,59,686,611,356,1143,920,7368,287
2020,tuban - parengan,4,113,1867,5316,60,2977,630,440,1799,1600,6091,578
2020,tuban - montong,5,85,1799,3715,59,3555,533,264,1550,920,6630,515
2020,tuban - soko,5,113,1838,4364,62,2230,569,249,669,2440,6332,563
2020,tuban - jenu,5,124,1463,2793,61,1236,705,403,1035,405,7035,412
2020,tuban - merakurak,5,110,1701,2565,60,2520,642,184,842,710,6974,433
2020,tuban - rengel,5,137,1854,4283,60,3623,761,75,825,750,6523,531
2020,tuban - semanding,4,254,1458,2317,60,1959,764,524,1234,2240,6080,580
2020,tuban - tuban,4,500,1458,1265,61,680,842,28,1077,870,5253,599
2020,tuban - plumpang,5,112,1831,4312,60,2329,706,222,2235,2470,6297,567
2020,tuban - palang,5,217,1458,880,58,853,714,201,1308,2010,7024,415
2020,tuban - widang,5,79,1594,3062,61,1209,753,126,1169,700,7330,305
2020,tuban - grabagan,4,145,1973,5020,60,2065,455,256,2394,1449,5947,586
2020,lamongan - sukorame,6,10,1842,3000,58,848,524,154,952,1080,8067,72
2020,lamongan - bluluk,6,8,1835,1357,58,1694,806,246,1443,1130,8027,81
2020,lamongan - modo,5,10,1854,4656,60,3327,587,88,2391,1210,6801,478
2020,lamongan - ngimbang,6,11,1849,3699,58,3095,733,304,1357,986,7422,272
2020,lamongan - babat,6,29,1423,3820,58,625,813,59,1081,850,8303,34
2020,lamongan - kedungpring,6,13,1666,4493,58,2223,645,82,717,1230,7867,131
2020,lamongan - brondong,6,32,1370,1279,60,636,768,137,1541,401,8111,59
2020,lamongan - laren,6,16,1569,1399,58,1225,828,226,2516,966,8018,85
2020,lamongan - sekaran,6,17,1854,3688,58,705,648,100,2075,1364,7742,159
2020,lamongan - maduran,5,17,1671,1437,58,1102,811,55,5441,1329,7306,317
2020,lamongan - sambeng,6,12,1854,3180,58,1700,783,436,1066,1100,7747,155
2020,lamongan - sugio,6,10,1509,3268,58,1652,655,115,1144,2142,7961,104
2020,lamongan - pucuk,6,17,1847,989,60,1243,806,128,1330,909,7820,141
2020,lamongan - paciran,6,30,1370,3072,57,595,915,53,1744,320,8440,22
2020,lamongan - solokuro,6,10,1835,1160,58,3016,682,158,2601,597,7560,229
2020,lamongan - mantup,6,9,1798,3238,57,1323,802,175,1608,1074,7990,96
2020,lamongan - sukodadi,6,20,1777,2419,58,761,759,45,773,990,8176,50
2020,lamongan - karanggeneng,6,24,1370,1715,58,1129,839,63,1863,424,8315,29
2020,lamongan - kembangbahu,6,13,1598,3977,58,1891,708,128,913,434,8054,77
2020,lamongan - kalitengah,6,26,1708,1932,58,1972,608,73,1324,484,7993,94
2020,lamongan - turi,6,25,1598,1121,58,1160,725,86,948,758,8304,33
2020,lamongan - lamongan,6,32,1370,3450,59,757,1085,83,1121,1165,8158,53
2020,lamongan - tikung,6,12,1370,3898,60,1279,697,131,1387,2121,7737,163
2020,lamongan - karangbinangun,6,21,1466,2676,60,1625,708,70,1728,961,7667,192
2020,lamongan - deket,6,29,1498,1583,58,1519,770,82,1083,1404,8093,64
2020,lamongan - glagah,6,25,1460,4889,57,1088,832,113,612,1075,8211,48
2020,lamongan - sarirejo,6,8,1638,3345,58,1276,712,64,762,522,8305,32
2020,gresik - dukun,6,23,1597,1058,58,686,784,45,1900,1470,8158,54
2020,gresik - balongpanggang,6,20,1597,5162,57,971,743,82,1375,1760,7970,99
2020,gresik - panceng,6,32,1500,6446,58,699,834,182,752,411,8074,70
2020,gresik - benjeng,6,23,1597,3908,57,777,866,44,2995,790,7913,118
2020,gresik - duduksampeyan,6,36,1263,6150,57,1104,820,150,1744,1458,7926,113
2020,gresik - wringinanom,6,47,1435,4517,57,1217,854,68,4135,1140,7424,271
2020,gresik - ujungpangkah,6,40,1597,6262,57,822,1088,60,1318,690,7993,93
2020,gresik - kedamean,6,20,1597,3937,57,1296,747,68,1501,860,8100,62
2020,gresik - sidayu,6,38,1419,6290,58,1111,930,112,2452,1504,7609,211
2020,gresik - manyar,4,500,1180,5435,58,724,1033,92,1411,1560,5379,596
2020,gresik - cerme,6,33,1246,5410,57,1209,877,98,1548,1170,8085,68
2020,gresik - bungah,6,85,1597,4342,58,716,909,198,1210,415,7837,137
2020,gresik - menganti,6,46,1180,3946,58,787,893,129,1850,1390,8109,60
2020,gresik - kebomas,4,401,1180,9076,58,597,1115,27,1189,1420,5767,589
2020,gresik - driyorejo,6,75,1180,4001,57,649,922,51,1747,1590,8008,88
2020,gresik - gresik,4,500,1180,6335,58,1089,860,14,1208,1190,5302,598
2020,gresik - sangkapura,5,78,1597,4113,58,3104,685,348,1699,2379,6826,471
2020,gresik - tambak,5,63,1597,5264,60,3204,648,254,1029,2290,6785,481
2020,bangkalan - bangkalan,6,15,1967,7975,59,763,928,86,793,680,7656,198
2020,bangkalan - socah,5,7,2386,8193,58,3890,567,40,609,640,6741,495
2020,bangkalan - burneh,6,3,2285,5333,58,3240,649,122,565,660,7338,304
2020,bangkalan - kamal,5,10,1967,6909,58,3230,711,94,955,330,7263,331
2020,bangkalan - arosbaya,5,3,2214,9045,58,4766,635,16,847,630,6723,497
2020,bangkalan - geger,4,5,2448,9175,57,6090,431,115,3636,520,5659,592
2020,bangkalan - klampis,5,14,2418,7157,60,3484,502,52,569,170,6722,498
2020,bangkalan - sepulu,5,8,2396,5969,58,2972,592,87,580,240,7289,323
2020,bangkalan - tanjung bumi,5,10,2320,7667,58,5339,551,79,690,90,6642,513
2020,bangkalan - kokop,5,10,2398,7996,58,4224,494,141,752,450,6721,499
2020,bangkalan - kwanyar,5,11,2299,2899,59,3688,469,61,2105,700,6899,459
2020,bangkalan - labang,6,16,2507,3846,57,1005,733,66,636,360,7871,127
2020,bangkalan - tanah merah,5,6,2397,5706,59,767,477,133,1831,470,7224,345
2020,bangkalan - tragah,5,5,2656,6563,58,2835,396,77,1209,910,6801,477
2020,bangkalan - blega,5,5,2481,6531,57,7139,524,201,646,590,6269,569
2020,bangkalan - modung,5,8,2438,4854,58,3610,605,62,1506,610,6989,425
2020,bangkalan - konang,5,6,2436,4245,58,1765,323,262,3146,480,6911,453
2020,bangkalan - galis,5,13,2388,4712,59,3387,481,70,875,440,6978,431
2020,sampang - sreseh,5,46,2553,3275,59,1981,697,56,691,2013,6972,434
2020,sampang - torjun,5,23,2608,3705,60,792,641,45,2378,812,7021,417
2020,sampang - sampang,5,84,2292,2136,60,2154,706,61,1252,870,6808,476
2020,sampang - camplong,5,53,2846,4874,57,937,461,27,977,180,7179,363
2020,sampang - omben,5,21,2861,4388,61,1184,408,50,1223,2190,6485,537
2020,sampang - kedungdung,5,31,3038,6810,60,1090,387,111,719,1436,6491,536
2020,sampang - jrengik,5,17,2778,5176,60,3143,467,97,1686,1140,6318,565
2020,sampang - tambelangan,5,40,2969,6599,60,1012,426,116,1589,1434,6340,562
2020,sampang - banyuates,4,44,2660,6998,60,3203,372,106,1394,1690,5947,585
2020,sampang - robatal,4,25,2701,6274,59,6308,428,224,1025,479,5890,588
2020,sampang - sokobanah,5,33,2912,8625,60,2432,474,80,987,870,6152,576
2020,sampang - ketapang,5,82,2569,1184,61,746,386,77,1098,430,6866,465
2020,sampang - pangarengan,5,15,2292,4877,58,3425,619,56,1253,1160,7005,421
2020,sampang - karangpenang,4,42,2974,4685,59,4248,393,96,1328,319,6086,579
2020,pamekasan - tlanakan,5,115,1859,7238,59,2499,603,32,1183,2280,6325,564
2020,pamekasan - pademawu,6,52,1828,2212,60,1389,777,49,1012,2050,7353,294
2020,pamekasan - galis,5,107,1569,7437,61,3171,771,53,1123,969,6453,547
2020,pamekasan - pamekasan,5,197,1569,2643,60,2679,909,20,1360,1080,6484,538
2020,pamekasan - proppo,5,56,1844,6904,60,2770,515,58,1347,3390,6372,557
2020,pamekasan - palenggaan,5,77,2005,6454,59,1977,560,98,1723,695,6694,503
2020,pamekasan - pegantenan,5,51,2019,4175,59,4320,584,69,1554,1460,6599,523
2020,pamekasan - larangan,5,133,1938,4911,59,1725,714,30,1118,2060,6689,505
2020,pamekasan - pakong,5,54,2065,2739,58,3928,673,76,1127,393,7092,389
2020,pamekasan - waru,4,58,1990,7444,60,6384,407,57,1321,1810,5652,593
2020,pamekasan - batumarmar,4,85,1974,4942,60,4361,340,201,1428,2177,6057,582
2020,pamekasan - kadur,5,66,1938,6959,60,1711,679,80,1793,2601,6482,540
2020,pamekasan - pasean,5,49,1752,5322,60,633,516,171,1304,2511,7073,396
2020,sumenep - kota sumenep,5,182,1796,4060,59,985,794,43,579,80,7054,403
2020,sumenep - kalianget,4,500,2169,4083,57,1337,722,48,1001,606,4979,602
2020,sumenep - manding,6,24,2115,954,59,1205,550,75,965,1662,7693,180
2020,sumenep - talango,5,87,2315,1019,59,4074,284,92,999,10,6734,496
2020,sumenep - bluto,4,108,2243,9420,59,6006,774,65,709,565,5621,594
2020,sumenep - saronggi,5,37,2293,5029,59,3100,808,137,1045,952,6918,450
2020,sumenep - lenteng,6,50,2413,1349,60,884,628,48,1144,1150,7346,299
2020,sumenep - giliginting,5,101,2198,6645,58,919,509,37,626,1326,6955,439
2020,sumenep - guluk-guluk,5,34,2205,2889,60,3110,507,124,537,514,7137,377
2020,sumenep - ganding,5,33,2325,2196,61,3836,481,63,1275,475,6641,514
2020,sumenep - pragaan,5,100,2108,4929,60,992,584,70,952,341,6969,435
2020,sumenep - ambunten,5,48,2382,1747,60,2453,391,51,812,1053,7017,418
2020,sumenep - pasongsongan,5,22,1949,1841,61,2046,451,129,1452,888,7255,337
2020,sumenep - dasuk,5,42,2243,1912,59,675,508,70,1525,1897,7309,315
2020,sumenep - rubaru,5,48,2307,1128,60,1362,320,144,1953,142,7084,395
2020,sumenep - batang batang,6,44,2180,985,59,1404,314,53,1562,780,7441,266
2020,sumenep - batuputih,5,65,2057,1020,59,2645,309,134,1008,55,7215,350
2020,sumenep - dungkek,6,62,1889,1042,59,647,351,68,1509,544,7639,203
2020,sumenep - gapura,6,36,2181,895,60,1221,479,96,766,767,7546,238
2020,sumenep - gayam,6,43,2199,1123,60,1974,471,132,744,10,7424,270
2020,sumenep - nonggunong,5,32,2047,1486,60,2809,439,84,2168,2557,6788,480
2020,sumenep - raas,5,114,2047,1002,58,6373,669,75,932,110,6475,543
2020,sumenep - masalembu,5,64,2153,3672,57,3979,569,41,762,90,7144,372
2020,sumenep - arjasa,5,19,1839,5049,59,4779,633,485,1378,49,6772,484
2020,sumenep - sapeken,5,48,2370,1014,60,2814,571,303,736,140,7005,422
2020,sumenep - batuan,5,24,1806,5037,60,5376,346,16,1634,393,6484,539
2020,sumenep - kangayan,5,11,2262,2174,60,7371,586,254,711,10,6399,555
2020,kota kediri - mojoroto,3,0,840,5135,100,2478,979,8,1715,820,3815,57
2020,kota kediri - kota,2,0,849,1883,100,3665,968,14,1623,1150,3463,59
2020,kota kediri - pesantren,3,0,850,1236,100,3210,918,19,1424,1290,3806,58
2020,kota blitar - kepanjenkidul,3,0,798,1214,100,2473,905,24,1399,1168,4464,53
2020,kota blitar - sukorejo,3,0,794,1579,100,2668,925,27,988,1568,4497,52
2020,kota blitar - sananwetan,3,0,807,1096,100,2893,1011,31,1132,1483,4394,54
2020,kota malang - blimbing,5,0,419,1082,0,3354,962,14,1174,2421,6923,22
2020,kota malang - klojen,5,0,418,1765,100,920,991,9,1639,2141,6839,24
2020,kota malang - kedungkandang,6,0,410,1020,0,1921,897,27,1494,1228,7705,5
2020,kota malang - sukun,6,0,411,2849,0,1232,1068,24,856,1769,8413,2
2020,kota malang - lowokwaru,6,0,420,1519,0,582,1173,28,2366,1648,8053,3
2020,kota probolinggo - kademangan,4,0,781,955,100,2111,854,39,813,1548,4891,50
2020,kota probolinggo - wonoasih,4,0,778,1124,100,1495,723,23,884,1921,5025,48
2020,kota probolinggo - mayangan,4,0,785,971,100,790,858,10,1278,1580,5562,43
2020,kota probolinggo - kanigaran,3,0,788,1859,100,1997,879,38,1520,2524,4082,55
2020,kota probolinggo - kedopok,2,0,785,1745,100,2617,637,42,1837,1950,3287,60
2020,kota pasuruan - gadingrejo,3,0,757,2309,100,2242,796,11,1732,2230,4052,56
2020,kota pasuruan - purworejo,4,0,749,1704,100,843,1009,11,2312,2070,4947,49
2020,kota pasuruan - bugul kidul,4,0,743,3059,100,1631,872,54,792,2101,4805,51
2020,kota pasuruan - panggungrejo,4,0,761,1304,100,651,793,7,1027,2790,5479,45
2020,kota mojokerto - prajuritkulon,4,0,575,1859,100,1960,953,14,1936,930,5525,44
2020,kota mojokerto - magersari,4,0,569,1407,100,999,985,8,2661,840,5808,42
2020,kota mojokerto - kranggan,5,0,576,873,100,2438,929,10,917,1000,6079,37
2020,kota madiun - kartoharjo,5,0,497,3492,100,601,1042,12,1318,1100,6972,21
2020,kota madiun - manguharjo,5,0,495,1373,100,1397,996,15,949,1510,6877,23
2020,kota madiun - taman,6,0,495,2197,100,591,1008,17,799,950,7487,8
2020,kota surabaya - karang pilang,5,0,535,2999,100,847,963,21,812,1560,6762,26
2020,kota surabaya - wonocolo,5,0,536,1936,100,907,1110,13,1830,790,6661,29
2020,kota surabaya - rungkut,6,0,536,1171,100,765,1038,31,792,1230,7204,15
2020,kota surabaya - wonokromo,6,0,537,2268,0,765,950,9,1316,1674,7862,4
2020,kota surabaya - tegalsari,6,0,541,430,100,784,924,10,906,728,7340,11
2020,kota surabaya - sawahan,6,0,538,1319,0,592,925,7,882,1449,8438,1
2020,kota surabaya - genteng,5,0,532,4381,100,750,764,10,885,342,6708,28
2020,kota surabaya - gubeng,6,0,546,5711,0,910,1022,14,1212,1189,7497,7
2020,kota surabaya - sukolilo,5,0,537,1569,100,768,1035,36,1911,480,6518,30
2020,kota surabaya - tambaksari,5,0,537,4272,0,741,941,13,2029,1376,7119,17
2020,kota surabaya - simokerto,5,0,535,5107,100,784,699,8,1105,1298,6076,38
2020,kota surabaya - pabean cantian,4,0,531,5892,100,845,769,28,1179,1014,5897,41
2020,kota surabaya - bubutan,5,0,538,8827,100,784,887,9,820,559,6185,33
2020,kota surabaya - tandes,5,0,538,830,100,755,890,19,1334,154,7044,18
2020,kota surabaya - krembangan,6,0,539,5050,0,834,876,11,1334,1144,7399,9
2020,kota surabaya - semampir,6,0,536,5767,0,834,814,9,1293,1489,7170,16
2020,kota surabaya - kenjeran,6,0,527,3679,0,727,877,10,1334,1846,7537,6
2020,kota surabaya - lakarsantri,6,0,535,1430,100,877,1050,31,799,834,7225,14
2020,kota surabaya - benowo,5,0,543,310,100,861,833,81,1388,897,6184,34
2020,kota surabaya - wiyung,6,0,538,560,100,784,1062,18,799,1422,7359,10
2020,kota surabaya - dukuh pakis,6,0,549,3698,0,784,966,25,1334,2323,7279,12
2020,kota surabaya - gayungan,5,0,540,4887,100,847,1140,15,1868,1398,6087,36
2020,kota surabaya - jambangan,5,0,538,2753,100,770,913,6,928,719,7024,19
2020,kota surabaya - tenggilis mejoyo,5,0,539,2195,100,770,1012,24,850,1347,6982,20
2020,kota surabaya - gunung anyar,5,0,543,879,100,770,943,38,2311,10,6282,31
2020,kota surabaya - mulyorejo,5,0,532,2782,100,784,1004,32,944,1139,6836,25
2020,kota surabaya - sukomanunggal,5,0,536,4546,100,816,899,14,942,499,6712,27
2020,kota surabaya - asem rowo,5,0,540,305,100,1151,963,45,1408,1781,6275,32
2020,kota surabaya - bulak,5,0,534,4882,100,861,910,7,1317,2173,6003,39
2020,kota surabaya - pakal,5,0,537,426,100,1104,1063,93,1334,2378,5920,40
2020,kota surabaya - sambikerep,4,0,536,8847,100,784,916,42,1310,1971,5226,46
2020,kota batu - batu,6,0,435,387,100,599,928,48,825,2240,7264,13
2020,kota batu - bumiaji,4,0,439,307,100,3186,882,100,799,2961,5060,47
2020,kota batu - junrejo,5,0,433,426,100,637,892,31,2477,2540,6103,35
2021,pacitan - donorojo,5,15,1480,4918,20,2531,702,105,527,1317,6796,482
2021,pacitan - pringkuku,5,24,1137,4258,21,2892,705,175,986,1733,6694,493
2021,pacitan - punung,4,30,1137,4006,21,3205,628,100,893,1072,6592,509
2021,pacitan - pacitan,5,68,1137,1083,21,1108,1012,9,1728,1576,7625,219
2021,pacitan - kebonagung,4,88,1444,2525,20,2464,785,124,1365,2075,6519,520
2021,pacitan - arjosari,5,74,1297,5487,19,1840,722,127,668,1929,6794,484
2021,pacitan - nawangan,4,95,1637,5631,21,1916,627,123,889,1817,6091,566
2021,pacitan - bandar,4,59,1634,2063,20,2515,734,139,2124,1703,6444,531
2021,pacitan - tegalombo,4,113,1637,3481,19,2366,610,126,985,1621,6219,558
2021,pacitan - tulakan,4,31,1634,5632,21,2580,626,147,1546,1416,6142,563
2021,pacitan - ngadirojo,4,87,1637,2720,21,1832,839,86,1576,1816,6552,516
2021,pacitan - sudimoro,4,108,1637,3585,20,1486,756,90,1415,1444,6548,517
2021,ponorogo - slahung,5,28,1152,4457,20,732,756,94,1620,1298,7543,248
2021,ponorogo - ngrayun,5,64,1071,7137,16,681,606,377,1723,1933,7228,380
2021,ponorogo - bungkal,6,30,918,2679,21,765,728,83,2063,1452,7678,204
2021,ponorogo - sambit,5,31,1082,3923,20,952,724,81,2325,1790,7362,338
2021,ponorogo - sawoo,6,24,1152,3342,20,657,679,173,1209,1601,7691,196
2021,ponorogo - sooko,6,26,1021,1246,21,768,745,150,1104,2179,7896,102
2021,ponorogo - pulung,6,17,846,1648,21,1035,706,150,1708,1846,7819,134
2021,ponorogo - mlarak,5,35,1029,5670,21,240,679,70,1749,1923,7417,317
2021,ponorogo - jetis,6,32,919,1072,21,418,956,39,1225,1410,8317,11
2021,ponorogo - siman,6,40,865,1825,21,845,658,52,1184,1295,7840,119
2021,ponorogo - balong,6,29,862,2335,21,949,767,85,2191,1587,7686,200
2021,ponorogo - kauman,6,22,1088,1240,21,425,854,36,1656,1659,8062,47
2021,ponorogo - badegan,5,30,1140,4767,21,463,685,97,2612,1725,7248,374
2021,ponorogo - sampung,5,20,1040,3454,21,822,731,147,1319,1591,7655,210
2021,ponorogo - sukorejo,6,16,1127,2142,21,506,837,106,1713,1633,7906,98
2021,ponorogo - babadan,6,24,796,640,21,622,913,52,2480,1329,8169,32
2021,ponorogo - ponorogo,6,110,796,811,21,193,1000,1,1934,1298,7973,69
2021,ponorogo - jenangan,6,24,796,866,20,671,818,81,2809,1437,8074,42
2021,ponorogo - ngebel,5,82,938,4986,18,989,679,142,1858,1605,7255,369
2021,ponorogo - jambon,5,32,1095,3512,21,904,626,101,2086,1642,7292,361
2021,ponorogo - pudak,5,49,1152,1858,21,1020,715,148,1462,2344,7395,326
2021,trenggalek - panggul,4,63,1367,2529,20,2125,654,82,2376,922,6676,496
2021,trenggalek - munjungan,4,77,1217,1746,20,3509,757,178,1680,925,6434,532
2021,trenggalek - pule,5,55,1367,4124,20,1585,619,126,1229,1178,6901,467
2021,trenggalek - dongko,4,85,1317,4741,20,1540,588,90,1392,1568,6623,503
2021,trenggalek - tugu,5,64,1098,1126,21,2359,743,57,2105,1449,6913,460
2021,trenggalek - karangan,6,47,962,929,21,1700,925,34,1302,979,7717,182
2021,trenggalek - kampak,4,121,1367,3862,21,1163,712,95,2222,1462,6476,524
2021,trenggalek - watulimo,4,120,1026,2051,21,2634,764,82,1781,1011,6519,519
2021,trenggalek - bendungan,5,29,1367,4538,21,1726,697,128,1722,1661,6802,481
2021,trenggalek - gandusari,5,54,1058,3264,21,1468,745,33,1844,924,7202,394
